ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
418	9924998086364613	Анна Григорьевна Ковалёва	01.04.2017 12:59	21.11.1976	Жен	Ростов-на-Дону
419	2206347639134492	Лилия Григорьевна Волкова	01.04.2017 16:53	28.10.1979	Жен	Санкт-Петербург
420	6916239853613672	Валерий Фёдорович Михайлов	01.04.2017 18:51	11.11.1979	Муж	Москва
421	8308827012776375	Раиса Эдуардовна Соловьёва	01.04.2017 20:31	17.04.1986	Жен	Санкт-Петербург
422	3096428084417168	Виталий Евгеньевич Баранов	02.04.2017 1:12	26.10.1967	Муж	Екатеринбург
423	5874943469877558	Алла Константиновна Ильина	02.04.2017 2:49	19.01.1976	Жен	Санкт-Петербург
410	6168208546576327	Нелли Романовна Кузнецова	31.03.2017 10:38	06.08.1998	Жен	Москва
424	1375872452060944	Юлия Вадимовна Виноградова	02.04.2017 6:19	07.07.1984	Жен	Санкт-Петербург
425	5040141176557139	Аркадий Вячеславович Смирнов	02.04.2017 13:58	23.11.1979	Муж	Москва
426	9802925581059031	Любовь Валентиновна Козлова	02.04.2017 15:28	01.10.1972	Жен	Екатеринбург
427	7659963561971746	Дмитрий Алексеевич Васильев	02.04.2017 20:37	10.12.1985	Муж	Санкт-Петербург
428	4897647226190073	Валентина Васильевна Смирнова	02.04.2017 22:15	11.06.1983	Жен	Москва
429	8931843362793644	Василий Юрьевич Козлов	03.04.2017 3:49	29.09.1969	Муж	Москва
430	4007060771354375	Герман Евгеньевич Макаров	03.04.2017 6:16	22.01.1971	Муж	Санкт-Петербург
431	4533940654234909	Константин Сергеевич Морозов	03.04.2017 8:23	20.11.1969	Муж	Ростов-на-Дону
432	6331323590253808	Вера Аркадьевна Зайцева	03.04.2017 12:07	09.10.1973	Жен	Санкт-Петербург
433	2151630302925807	Евгения Игорьевна Андреева	03.04.2017 13:59	16.08.1960	Жен	Санкт-Петербург
435	6652248535450245	Наталья Юрьевна Козлова	03.04.2017 16:31	06.03.1944	Жен	Москва
436	6592835461306057	Олег Павлович Семёнов	03.04.2017 17:23	02.08.1982	Муж	Москва
437	4956895623607405	Валентин Германович Васильев	03.04.2017 19:56	01.07.1967	Муж	Новосибирск
438	4206873538986368	Валентина Викторовна Козлова	04.04.2017 2:30	16.02.1988	Жен	Санкт-Петербург
439	8087660265670357	Константин Германович Кузьмин	04.04.2017 5:14	05.11.2004	Муж	Самара
440	8020575919479097	Виктор Аркадьевич Волков	04.04.2017 6:02	20.01.1975	Муж	Санкт-Петербург
441	1427748671344826	Нина Валентиновна Воробьёва	04.04.2017 9:27	27.06.1964	Жен	Екатеринбург
442	8808736798095738	Борис Валентинович Белов	04.04.2017 14:02	20.10.1986	Муж	Санкт-Петербург
443	3121406826830494	Зоя Павловна Макарова	04.04.2017 14:51	10.02.1980	Жен	Санкт-Петербург
444	8215561237962609	Валентина Георгьевна Белова	04.04.2017 15:31	02.08.1997	Жен	Санкт-Петербург
445	9808418016408462	Альбина Викторовна Воробьёва	04.04.2017 20:53	20.08.1999	Жен	Новосибирск
446	9100571315291731	Вячеслав Никольевич Волков	04.04.2017 22:21	20.01.2000	Муж	Москва
447	2279955264377459	Валентин Викторович Петров	05.04.2017 7:58	21.09.1970	Муж	Екатеринбург
448	7896826787604548	Ираида Дмитрьевна Ильина	05.04.2017 9:51	12.10.2004	Жен	Санкт-Петербург
434	4634550226897572	Виталий Борисович Макаров	03.04.2017 15:45	17.04.1999	Муж	Санкт-Петербург
450	1232965927337953	Альбина Вадимовна Титова	05.04.2017 18:39	29.05.1980	Жен	Москва
451	7236650669423052	Валентин Юрьевич Кузьмин	05.04.2017 19:09	05.08.1992	Муж	Москва
452	1871561605786453	Евгений Альбертович Козлов	05.04.2017 19:58	03.04.1961	Муж	Санкт-Петербург
453	5140356942547086	Вера Фёдоровна Новикова	05.04.2017 22:22	03.08.2003	Жен	Москва
454	5444691114576652	Валерий Альбертович Кудрявцев	05.04.2017 23:34	15.09.1991	Муж	Москва
455	3599278995636462	Валентина Игорьевна Козлова	06.04.2017 1:09	13.12.1967	Жен	Санкт-Петербург
456	7603992869500781	Григорий Станиславович Куликов	06.04.2017 4:12	07.09.1989	Муж	Москва
457	8708209147781390	Михаил Альбертович Смирнов	06.04.2017 7:04	07.08.1985	Муж	Москва
459	3680973077352064	Игорь Дмитрьевич Соловьёв	06.04.2017 13:24	29.09.1972	Муж	Самара
460	5022961646732330	Лилия Дмитрьевна Кудрявцева	06.04.2017 14:45	09.01.1937	Жен	Санкт-Петербург
462	8075108171423682	Раиса Константиновна Кузнецова	06.04.2017 19:33	27.08.1994	Жен	Казань
464	8096145829794796	Анна Эдуардовна Козлова	06.04.2017 23:07	30.01.1978	Жен	Москва
466	1362438487718355	Анна Никольевна Орлова	07.04.2017 4:24	21.08.1991	Жен	Санкт-Петербург
468	9410831751879167	Павел Георгьевич Кудрявцев	07.04.2017 9:51	03.08.2000	Муж	Москва
469	8680142653138433	Вадим Георгьевич Белов	07.04.2017 11:26	06.04.1995	Муж	Москва
449	3670257529837809	Светлана Пётровна Кузьмина	05.04.2017 14:39	13.05.1969	Жен	Санкт-Петербург
470	7837134955253386	Алексей Юрьевич Ковалёв	07.04.2017 13:27	15.09.1983	Муж	Москва
471	9142247221523530	Вадим Борисович Виноградов	07.04.2017 16:15	03.03.1992	Муж	Москва
472	7924977049823283	Владислав Александрович Куликов	07.04.2017 19:11	29.08.1976	Муж	Москва
473	3987464856882131	Анна Григорьевна Новикова	07.04.2017 22:31	07.03.1986	Жен	Москва
474	5225782156459166	Ольга Геннадьевна Ковалёва	07.04.2017 23:58	19.01.1992	Жен	Самара
475	2755179051474064	Геннадий Борисович Михайлов	08.04.2017 1:19	09.11.1972	Муж	Ростов-на-Дону
476	1207983248846786	Алла Игорьевна Волкова	08.04.2017 3:53	15.07.1982	Жен	Санкт-Петербург
477	8763617304099645	Галина Андреевна Иванова	08.04.2017 6:42	10.06.1999	Жен	Москва
478	2458994465569491	Татьяна Викторовна Титова	08.04.2017 8:30	20.07.1957	Жен	Санкт-Петербург
458	6906867433849881	Вадим Анатольевич Виноградов	06.04.2017 11:20	16.10.1971	Муж	Санкт-Петербург
481	8712802455518987	Лев Юрьевич Титов	08.04.2017 17:54	12.04.1989	Муж	Ростов-на-Дону
482	8910958009858006	Вадим Станиславович Богданов	08.04.2017 20:16	20.06.1995	Муж	Москва
483	1055882348052347	Зоя Вадимовна Павлова	08.04.2017 20:54	23.09.1993	Жен	Москва
461	6044985152806230	Ираида Андреевна Волкова	06.04.2017 17:24	06.10.1955	Жен	Казань
484	8321122407602545	Маргарита Анатольевна Семёнова	08.04.2017 23:47	14.05.1988	Жен	Новосибирск
486	1294348504430478	Римма Васильевна Кузнецова	09.04.2017 9:32	09.02.2002	Жен	Екатеринбург
463	9424275084272797	Валентина Вадимовна Кузнецова	06.04.2017 22:00	29.12.1964	Жен	Санкт-Петербург
489	2256063144138056	Вера Константиновна Голубева	09.04.2017 14:12	24.08.1983	Жен	Новосибирск
490	9345661740281879	Надежда Витальевна Семёнова	09.04.2017 16:10	06.07.1970	Жен	Москва
465	6110641973776239	Леонид Васильевич Фёдоров	07.04.2017 2:43	26.02.2001	Муж	Москва
491	4870701203475123	Ирина Вадимовна Андреева	09.04.2017 18:47	12.03.1990	Жен	Москва
492	9447378826722054	Ольга Валерьевна Иванова	09.04.2017 21:24	12.02.1998	Жен	Москва
467	9799907203898969	Герман Владиславович Орлов	07.04.2017 9:16	11.08.1968	Муж	Новосибирск
494	8437122951604181	Любовь Валерьевна Голубева	10.04.2017 3:55	25.07.2001	Жен	Москва
495	2507206111769644	Владислав Германович Богданов	10.04.2017 14:45	26.07.1998	Муж	Москва
499	5032796898238347	Вадим Григорьевич Зайцев	11.04.2017 4:56	15.12.1995	Муж	Москва
508	9961458486769957	Павел Анатольевич Ильин	12.04.2017 4:34	12.07.1991	Муж	Екатеринбург
493	9587822946928422	Инна Геннадьевна Макарова	09.04.2017 22:08	15.11.1977	Жен	Москва
487	8801302645776396	Валентина Игорьевна Смирнова	09.04.2017 10:20	11.02.1980	Жен	Москва
506	7486962470574195	Нина Михаиловна Смирнова	12.04.2017 0:33	20.06.1974	Жен	Новосибирск
497	8164677426936895	Валерий Романович Морозов	10.04.2017 22:22	11.05.1983	Муж	Санкт-Петербург
479	8448908712724567	Станислав Дмитрьевич Козлов	08.04.2017 11:34	12.12.1975	Муж	Москва
488	5856292887721939	Любовь Германовна Попова	09.04.2017 12:17	07.05.1996	Жен	Москва
505	8910624460328952	Владимир Леонидович Беляев	11.04.2017 21:20	10.12.1987	Муж	Ростов-на-Дону
480	9008510448604537	Надежда Витальевна Петрова	08.04.2017 15:54	13.03.1974	Жен	Казань
513	7262780131839070	Людмила Андреевна Михайлова	12.04.2017 19:11	12.08.1990	Жен	Москва
485	6885464577488654	Алевтина Александровна Волкова	09.04.2017 7:06	20.06.2004	Жен	Новосибирск
521	8847208443442604	Виктория Павловна Куликова	13.04.2017 15:29	21.08.1991	Жен	Санкт-Петербург
511	4694872203430092	Аркадий Викторович Комаров	12.04.2017 14:55	06.04.1997	Муж	Новосибирск
522	2446043337747013	Григорий Игорьевич Киселёв	13.04.2017 16:47	09.07.2004	Муж	Москва
519	4636095331890459	Фёдор Вадимович Михайлов	13.04.2017 12:56	08.04.1955	Муж	Новосибирск
515	2673760640117015	Михаил Борисович Павлов	13.04.2017 2:11	21.07.1981	Муж	Новосибирск
500	5764555629579195	Виктория Олеговна Петрова	11.04.2017 8:21	27.04.1964	Жен	Новосибирск
512	1484238955893323	Леонид Григорьевич Зайцев	12.04.2017 17:07	06.08.1941	Муж	Москва
530	5231045386770757	Фёдор Фёдорович Петров	14.04.2017 13:28	16.01.1981	Муж	Санкт-Петербург
517	1110390855020338	Владимир Германович Киселёв	13.04.2017 8:54	04.02.1992	Муж	Новосибирск
509	7498714106890036	Любовь Юрьевна Тарасова	12.04.2017 6:28	14.11.1994	Жен	Екатеринбург
533	6012555801292729	Юрий Аркадьевич Морозов	14.04.2017 21:25	16.12.1992	Муж	Москва
524	7121821982363102	Георгий Борисович Богданов	13.04.2017 20:17	15.03.1979	Муж	Екатеринбург
496	5620392596491814	Виктория Анатольевна Смирнова	10.04.2017 19:03	06.12.1978	Жен	Санкт-Петербург
541	7530945890394506	Раиса Юрьевна Киселёва	15.04.2017 18:43	22.08.1979	Жен	Москва
498	3687538664985998	Александр Львович Кудрявцев	11.04.2017 0:44	12.12.2002	Муж	Санкт-Петербург
542	8836734542733398	Василий Витальевич Морозов	15.04.2017 20:46	11.07.1954	Муж	Москва
528	3197365070726003	Иван Фёдорович Козлов	14.04.2017 5:55	08.12.1983	Муж	Москва
518	4900437070965368	Герман Геннадьевич Лебедев	13.04.2017 9:57	25.05.1976	Муж	Новосибирск
501	5762011691846242	Михаил Сергеевич Макаров	11.04.2017 9:17	27.05.1968	Муж	Москва
510	5806900736248877	Раиса Георгьевна Павлова	12.04.2017 9:46	21.10.1954	Жен	Москва
502	3873272276014477	Анатолий Никольевич Голубев	11.04.2017 12:08	08.08.1951	Муж	Новосибирск
531	2312774156774978	Анатолий Викторович Виноградов	14.04.2017 15:30	01.02.2003	Муж	Санкт-Петербург
503	5413259627777821	Лилия Викторовна Волкова	11.04.2017 12:24	03.03.1991	Жен	Ростов-на-Дону
523	5843196993513752	Вера Васильевна Волкова	13.04.2017 18:12	27.11.1975	Жен	Санкт-Петербург
504	2333491429662481	Галина Вадимовна Петрова	11.04.2017 16:43	15.08.1976	Жен	Ростов-на-Дону
540	6931669696960146	Нелли Владиславовна Фёдорова	15.04.2017 16:56	24.04.1947	Жен	Екатеринбург
507	1358046253820269	Тамара Эдуардовна Гусева	12.04.2017 3:19	28.08.1979	Жен	Москва
547	7979549639213161	Вера Фёдоровна Титова	16.04.2017 6:30	16.05.2004	Жен	Москва
525	9681382055012282	Станислав Романович Орлов	14.04.2017 0:19	04.10.1984	Муж	Москва
551	7559924862921028	Иван Васильевич Михайлов	16.04.2017 15:31	13.11.1967	Муж	Москва
538	4651673513419161	Сергей Анатольевич Кузьмин	15.04.2017 8:32	28.10.1991	Муж	Москва
526	3161847039727235	Виктор Владиславович Павлов	14.04.2017 2:47	16.04.1966	Муж	Казань
549	6449796650458920	Владислав Григорьевич Морозов	16.04.2017 10:36	05.12.1965	Муж	Москва
514	7180975945302411	Андрей Валентинович Ковалёв	12.04.2017 23:37	10.02.1957	Муж	Санкт-Петербург
516	1491805427197927	Нина Никольевна Андреева	13.04.2017 6:37	07.07.1983	Жен	Москва
553	3918050853755839	Владислав Константинович Андреев	16.04.2017 21:20	03.08.1970	Муж	Москва
556	4641481203402191	Альбина Фёдоровна Воробьёва	17.04.2017 15:52	20.06.1985	Жен	Санкт-Петербург
546	2531263283361656	Антонина Павловна Кузьмина	16.04.2017 4:12	03.05.1989	Жен	Екатеринбург
520	9509761663923501	Ирина Борисовна Куликова	13.04.2017 14:13	23.08.1997	Жен	Москва
552	4860877904487901	Вера Алексеевна Кузнецова	16.04.2017 17:16	10.08.1984	Жен	Екатеринбург
554	7351624631694822	Раиса Валентиновна Голубева	17.04.2017 4:31	01.05.1980	Жен	Санкт-Петербург
534	2067686747528071	Альбина Никольевна Волкова	14.04.2017 23:36	17.03.1976	Жен	Новосибирск
535	3341260492315543	Альбина Владиславовна Смирнова	14.04.2017 23:56	22.01.1970	Жен	Москва
527	1454367911755946	Георгий Валентинович Орлов	14.04.2017 4:29	27.10.1997	Муж	Казань
563	8865702452755616	Олег Михаилович Кузнецов	18.04.2017 7:31	21.11.1973	Муж	Москва
529	6881767143223756	Альберт Вадимович Попов	14.04.2017 10:00	06.10.1984	Муж	Казань
536	9504967104033041	Евгения Григорьевна Кузьмина	15.04.2017 0:44	04.01.1982	Жен	Москва
562	8897512839290702	Антонина Романовна Соловьёва	18.04.2017 5:49	20.06.2001	Жен	Москва
532	4015577538939365	Наталья Никольевна Семёнова	14.04.2017 19:03	03.10.1979	Жен	Екатеринбург
559	1933651223947825	Аркадий Григорьевич Кузьмин	17.04.2017 22:53	19.02.1984	Муж	Москва
574	3666192852188699	Зоя Витальевна Куликова	19.04.2017 17:48	13.11.1964	Жен	Казань
565	1930470706858953	Станислав Иванович Воробьёв	18.04.2017 11:47	30.11.1991	Муж	Москва
557	9931578299437218	Георгий Альбертович Соколов	17.04.2017 18:06	21.12.1933	Муж	Москва
566	2994215878438785	Татьяна Фёдоровна Васильева	18.04.2017 15:19	04.02.1976	Жен	Новосибирск
537	7870529139904167	Марина Павловна Белова	15.04.2017 7:16	06.04.1992	Жен	Ростов-на-Дону
575	2168176667073508	Вера Игорьевна Попова	19.04.2017 18:02	03.01.1941	Жен	Санкт-Петербург
539	1665643403945367	Василий Альбертович Орлов	15.04.2017 15:05	13.05.1985	Муж	Санкт-Петербург
571	4595403449926212	Лариса Аркадьевна Куликова	19.04.2017 12:05	19.03.1972	Жен	Санкт-Петербург
576	4872255879368431	Герман Дмитрьевич Попов	19.04.2017 19:51	29.08.1980	Муж	Самара
548	9262637493698151	Людмила Валерьевна Богданова	16.04.2017 8:12	19.08.1960	Жен	Москва
583	4804938721529244	Елена Владиславовна Беляева	20.04.2017 23:51	24.05.1982	Жен	Екатеринбург
543	7781203328867692	Дмитрий Дмитрьевич Морозов	15.04.2017 21:01	21.03.1989	Муж	Москва
573	5801442824210365	Олег Константинович Тарасов	19.04.2017 14:58	05.08.1969	Муж	Москва
544	6237432022254236	Лев Романович Павлов	16.04.2017 0:29	19.11.1971	Муж	Москва
545	7336688785977850	Сергей Владиславович Зайцев	16.04.2017 2:29	18.02.1983	Муж	Екатеринбург
578	3604403008631906	Олег Романович Макаров	20.04.2017 5:00	14.01.1987	Муж	Москва
587	3388652061790327	Александра Михаиловна Соловьёва	21.04.2017 7:20	01.01.1954	Жен	Москва
568	5617228805572027	Александр Григорьевич Белов	19.04.2017 2:28	31.05.1981	Муж	Москва
550	5709126026367106	Мария Альбертовна Гусева	16.04.2017 12:08	05.07.1986	Жен	Москва
580	7899771262837444	Виталий Владимирович Виноградов	20.04.2017 16:18	11.12.1975	Муж	Новосибирск
591	6117496497456690	Григорий Витальевич Беляев	21.04.2017 18:21	07.10.1996	Муж	Москва
560	8496237373360253	Леонид Васильевич Баранов	17.04.2017 23:28	03.03.1986	Муж	Москва
593	1589303947326680	Зинаида Сергеевна Ковалёва	21.04.2017 22:22	03.04.1958	Жен	Москва
586	9544503809560039	Андрей Никольевич Виноградов	21.04.2017 4:50	06.04.1993	Муж	Казань
555	2338104601287935	Елена Ивановна Петрова	17.04.2017 6:56	02.07.1978	Жен	Санкт-Петербург
585	5204917360611189	Людмила Вадимовна Васильева	21.04.2017 2:27	22.05.1994	Жен	Москва
558	2221239671931684	Зинаида Константиновна Баранова	17.04.2017 20:40	13.08.1972	Жен	Москва
577	6406025133255902	Анна Дмитрьевна Орлова	20.04.2017 2:18	11.05.1963	Жен	Казань
561	5287746375765970	Алла Пётровна Гусева	18.04.2017 1:50	24.05.1993	Жен	Казань
594	9164807773812991	Лариса Германовна Виноградова	22.04.2017 4:35	12.04.1944	Жен	Санкт-Петербург
588	6573939143484033	Эдуард Аркадьевич Попов	21.04.2017 8:30	25.02.1975	Муж	Санкт-Петербург
581	3860724099707809	Наталья Анатольевна Попова	20.04.2017 20:32	25.08.1964	Жен	Москва
564	7358263036064958	Виктория Михаиловна Козлова	18.04.2017 10:07	15.06.1958	Жен	Самара
582	7244350522897162	Владислав Леонидович Комаров	20.04.2017 22:02	13.03.1968	Муж	Москва
606	8720323441917329	Ираида Анатольевна Кузьмина	23.04.2017 12:40	18.01.1972	Жен	Москва
600	1193533928410298	Зоя Викторовна Беляева	23.04.2017 0:35	08.10.1948	Жен	Екатеринбург
567	3105773954061585	Вадим Фёдорович Кузьмин	18.04.2017 17:06	11.03.1972	Муж	Санкт-Петербург
605	2161900977129507	Клавдия Владиславовна Соколова	23.04.2017 9:43	09.08.1992	Жен	Екатеринбург
569	7487762505259504	Клавдия Юрьевна Волкова	19.04.2017 5:52	15.08.1972	Жен	Екатеринбург
610	4665605778833629	Инна Андреевна Морозова	23.04.2017 22:45	19.04.1981	Жен	Москва
570	3929172504994357	Виктор Валентинович Козлов	19.04.2017 8:02	17.11.1990	Муж	Самара
599	6327933185856618	Алла Борисовна Киселёва	22.04.2017 22:41	04.04.1998	Жен	Самара
572	3992513603189322	Эдуард Сергеевич Макаров	19.04.2017 13:55	27.06.1982	Муж	Москва
615	5148065622821796	Андрей Вячеславович Комаров	24.04.2017 11:17	07.08.1991	Муж	Новосибирск
601	8293514623282429	Евгения Ивановна Комарова	23.04.2017 1:29	24.10.1973	Жен	Самара
597	6919160469337220	Наталья Ивановна Смирнова	22.04.2017 19:26	23.03.1975	Жен	Москва
619	3537127635160427	Евгений Анатольевич Петров	25.04.2017 0:54	31.08.1989	Муж	Санкт-Петербург
629	3935348211909443	Евгений Аркадьевич Белов	25.04.2017 23:37	16.11.1987	Муж	Москва
579	4231778580736087	Любовь Владиславовна Смирнова	20.04.2017 13:06	07.07.2001	Жен	Москва
611	5123206289749206	Альбина Юрьевна Павлова	24.04.2017 4:13	26.05.1983	Жен	Москва
592	8104594994405378	Павел Алексеевич Тарасов	21.04.2017 21:36	18.07.1976	Муж	Санкт-Петербург
627	5721520063846779	Екатерина Вадимовна Воробьёва	25.04.2017 17:36	23.10.1987	Жен	Москва
584	2059219560495208	Евгений Игорьевич Кузьмин	21.04.2017 0:43	18.04.1942	Муж	Новосибирск
624	5319565668401506	Василий Витальевич Тарасов	25.04.2017 11:52	13.10.1961	Муж	Самара
618	9557706903481543	Лариса Станиславовна Гусева	24.04.2017 20:47	24.09.1969	Жен	Москва
603	6915777699065654	Константин Алексеевич Виноградов	23.04.2017 2:54	02.02.2000	Муж	Новосибирск
607	9736492915588017	Мария Пётровна Макарова	23.04.2017 13:40	01.01.1987	Жен	Екатеринбург
595	7438354606138411	Алексей Сергеевич Соколов	22.04.2017 7:31	23.12.1998	Муж	Москва
632	3790971379560186	Игорь Алексеевич Орлов	26.04.2017 8:46	14.04.1993	Муж	Самара
589	6577635869152335	Эдуард Альбертович Гусев	21.04.2017 11:55	24.01.1990	Муж	Москва
641	1447986964073607	Станислав Юрьевич Лебедев	27.04.2017 6:25	01.08.1986	Муж	Москва
590	9306882428391604	Лев Львович Зайцев	21.04.2017 14:15	28.03.1943	Муж	Москва
623	9386664966240348	Вячеслав Александрович Соловьёв	25.04.2017 7:34	16.06.1984	Муж	Москва
625	5939909022271113	Анна Константиновна Попова	25.04.2017 14:46	10.04.1983	Жен	Москва
634	4875728067984766	Ираида Романовна Васильева	26.04.2017 15:33	02.09.1988	Жен	Москва
617	4873646729795294	Александр Романович Андреев	24.04.2017 18:23	06.10.1975	Муж	Ростов-на-Дону
631	2648905469004461	Мария Германовна Титова	26.04.2017 5:15	14.02.2002	Жен	Москва
614	2399466335595619	Владимир Викторович Богданов	24.04.2017 8:53	02.07.1998	Муж	Ростов-на-Дону
596	5013976525175058	Клавдия Викторовна Кузьмина	22.04.2017 9:17	27.06.1990	Жен	Екатеринбург
609	8472224393999949	Мария Витальевна Голубева	23.04.2017 19:04	04.09.1999	Жен	Москва
650	8067746558869472	Константин Дмитрьевич Зайцев	28.04.2017 8:05	06.06.2003	Муж	Москва
598	1960826423931870	Антонина Юрьевна Воробьёва	22.04.2017 20:29	07.10.1979	Жен	Москва
644	3977810415158750	Леонид Геннадьевич Фёдоров	27.04.2017 17:12	30.03.1983	Муж	Москва
626	4661754179157222	Игорь Валерьевич Зайцев	25.04.2017 16:20	23.03.1973	Муж	Санкт-Петербург
640	2949438457650290	Виктор Романович Ковалёв	27.04.2017 3:36	26.02.1993	Муж	Санкт-Петербург
602	9324097930352970	Юлия Владимировна Ковалёва	23.04.2017 2:32	28.12.1959	Жен	Самара
604	2979148524482699	Виталий Романович Васильев	23.04.2017 6:39	15.03.1989	Муж	Санкт-Петербург
630	6315757808187326	Альберт Романович Беляев	26.04.2017 1:16	13.05.1977	Муж	Москва
654	1549283913894483	Сергей Олегович Тарасов	28.04.2017 13:07	31.03.1976	Муж	Самара
639	4991431496303216	Михаил Анатольевич Михайлов	27.04.2017 1:37	25.12.1970	Муж	Ростов-на-Дону
658	9943963062656730	Лариса Альбертовна Орлова	28.04.2017 22:28	31.05.2002	Жен	Москва
652	5771230208844088	Михаил Григорьевич Смирнов	28.04.2017 11:40	04.11.1983	Муж	Москва
608	5469718307615997	Эдуард Геннадьевич Павлов	23.04.2017 16:04	18.09.2002	Муж	Казань
668	1628229542470502	Андрей Евгеньевич Титов	29.04.2017 22:51	07.06.1991	Муж	Москва
647	5838645495645269	Игорь Борисович Титов	28.04.2017 0:02	14.10.1973	Муж	Москва
635	5717314323229877	Андрей Станиславович Ильин	26.04.2017 15:56	22.03.1991	Муж	Москва
612	9596467197783216	Нина Владимировна Беляева	24.04.2017 6:59	14.12.1974	Жен	Ростов-на-Дону
649	7320406480291403	Нелли Аркадьевна Ковалёва	28.04.2017 4:53	18.05.1993	Жен	Москва
613	8794525768379505	Марина Альбертовна Макарова	24.04.2017 7:17	24.09.1941	Жен	Ростов-на-Дону
662	8400528661868716	Георгий Викторович Фёдоров	29.04.2017 7:23	21.03.1977	Муж	Москва
648	8880306911375528	Ираида Георгьевна Кузнецова	28.04.2017 3:10	23.05.1967	Жен	Москва
656	1477964462729594	Римма Андреевна Соколова	28.04.2017 18:28	09.08.1992	Жен	Екатеринбург
616	1178631693359889	Вадим Львович Козлов	24.04.2017 15:57	26.04.1985	Муж	Москва
667	4571213874622876	Эдуард Олегович Беляев	29.04.2017 21:33	25.04.1983	Муж	Ростов-на-Дону
672	6393094693860142	Фёдор Викторович Баранов	30.04.2017 8:04	28.01.1976	Муж	Санкт-Петербург
638	4833437515111612	Владимир Андреевич Белов	26.04.2017 22:45	03.03.1945	Муж	Москва
620	2134126241421380	Клавдия Сергеевна Соловьёва	25.04.2017 2:39	14.09.1954	Жен	Санкт-Петербург
675	8622934602177327	Лев Анатольевич Попов	30.04.2017 15:29	25.07.1974	Муж	Москва
621	8406750607383164	Нелли Владиславовна Лебедева	25.04.2017 4:02	07.12.1990	Жен	Самара
622	4185484787931903	Евгения Анатольевна Попова	25.04.2017 7:06	29.06.1965	Жен	Ростов-на-Дону
646	9410318076449019	Эдуард Геннадьевич Гусев	27.04.2017 22:28	04.04.1996	Муж	Новосибирск
636	6668337611301910	Альберт Львович Комаров	26.04.2017 16:46	06.02.1999	Муж	Москва
653	5339700669532295	Леонид Альбертович Соколов	28.04.2017 12:33	17.03.1972	Муж	Санкт-Петербург
660	5663761131528957	Георгий Витальевич Макаров	29.04.2017 3:00	06.10.1943	Муж	Москва
628	2065427099211569	Юрий Витальевич Смирнов	25.04.2017 22:24	19.06.1986	Муж	Москва
645	2556327198015902	Юрий Сергеевич Гусев	27.04.2017 19:12	24.10.1976	Муж	Москва
666	6986466150481221	Виктор Алексеевич Макаров	29.04.2017 18:25	07.04.1996	Муж	Ростов-на-Дону
659	7575981894746790	Раиса Михаиловна Белова	29.04.2017 0:27	31.07.1981	Жен	Санкт-Петербург
633	4922304183830669	Марина Евгеньевна Виноградова	26.04.2017 13:12	24.03.1990	Жен	Ростов-на-Дону
643	4133572571084089	Леонид Витальевич Макаров	27.04.2017 11:20	25.08.1986	Муж	Казань
677	8807891172631378	Ираида Алексеевна Иванова	30.04.2017 19:16	08.09.1968	Жен	Москва
665	2276729472620570	Анна Константиновна Васильева	29.04.2017 15:08	11.04.1999	Жен	Москва
681	2125263239132507	Галина Станиславовна Ильина	01.05.2017 13:49	22.09.1974	Жен	Москва
637	8715776696375797	Валентина Владимировна Павлова	26.04.2017 19:58	10.04.1986	Жен	Самара
669	5053882000164244	Евгения Евгеньевна Смирнова	30.04.2017 2:25	02.09.1984	Жен	Санкт-Петербург
688	6872340814167386	Галина Олеговна Иванова	02.05.2017 12:23	20.09.1986	Жен	Ростов-на-Дону
686	2916141741082413	Любовь Константиновна Куликова	02.05.2017 9:08	01.10.1991	Жен	Москва
661	4253489001460925	Инна Валерьевна Макарова	29.04.2017 6:45	19.04.1969	Жен	Самара
642	6803380870570417	Альбина Фёдоровна Фёдорова	27.04.2017 7:15	24.02.1961	Жен	Ростов-на-Дону
678	1566319177040086	Вадим Дмитрьевич Соловьёв	30.04.2017 22:39	22.11.1990	Муж	Москва
664	2767044344490559	Вадим Григорьевич Семёнов	29.04.2017 11:30	23.05.1981	Муж	Москва
696	7686099631406022	Юрий Владимирович Зайцев	03.05.2017 16:06	03.09.1958	Муж	Москва
699	9374714254689756	Геннадий Васильевич Павлов	03.05.2017 23:36	12.12.1982	Муж	Новосибирск
674	3989396285883325	Зоя Евгеньевна Воробьёва	30.04.2017 12:46	02.09.1988	Жен	Москва
697	6877073254491451	Василий Геннадьевич Гусев	03.05.2017 17:44	09.07.1992	Муж	Казань
651	8551276384038126	Екатерина Альбертовна Макарова	28.04.2017 10:29	27.01.1984	Жен	Москва
691	1761367590924036	Владислав Константинович Тарасов	02.05.2017 19:57	31.08.1987	Муж	Санкт-Петербург
671	3651466182582713	Александра Пётровна Смирнова	30.04.2017 5:07	02.06.1954	Жен	Ростов-на-Дону
683	2122298837825570	Александра Валерьевна Соловьёва	01.05.2017 21:07	09.06.1977	Жен	Казань
655	9062801900578569	Дмитрий Александрович Тарасов	28.04.2017 15:52	15.07.1994	Муж	Москва
694	6323138016410273	Ольга Владиславовна Кузьмина	03.05.2017 14:13	30.03.1954	Жен	Москва
685	3811931016703830	Антонина Евгеньевна Козлова	02.05.2017 6:44	06.09.1976	Жен	Санкт-Петербург
657	1405040343563597	Надежда Евгеньевна Титова	28.04.2017 22:02	22.08.1977	Жен	Москва
